Year,Country,TotalEmissions,PerCapitaEmissions,ShareOfGlobalEmissions,AverageTemperature
1960,Haiti,0.285584,0.073871,0.003059,26.781584
1960,India,111.49072,0.247456,1.194344,24.287167
1960,Togo,0.065952,0.041715,0.000707,26.9455
1960,Solomon Islands,0.010992,0.093153,0.000118,26.661667
1960,Brazil,46.85182,0.649106,0.5019,24.752666
1960,Angola,0.548951,0.100633,0.005881,21.927082
1960,Tanzania,0.828064,0.082378,0.008871,22.317667
1960,Denmark,29.74952,6.49411,0.318692,-16.951084
1960,South Africa,97.84351,5.721843,1.048148,17.571583
1960,Burkina Faso,0.043968,0.009105,0.000471,28.132084
1960,Malawi,0.438347,0.119767,0.004696,21.422
1960,Slovenia,4.340813,2.735232,0.046501,10.045583
1960,Bolivia,1.003787,0.274484,0.010753,20.5945
1960,Jordan,0.743138,0.796504,0.007961,20.470583
1960,Indonesia,21.385193,0.243703,0.229089,26.029167
1960,Asia,1537.3337,0.901943,16.46868,7.3643336
1960,Bahrain,0.575248,3.550914,0.006162,26.266499
1960,Bulgaria,22.2707,2.824081,0.238575,11.248083
1960,Ethiopia,0.351625,0.015874,0.003767,22.942417
1960,Guyana,0.65952,1.153007,0.007065,26.158333
1960,Jamaica,1.468402,0.901413,0.01573,26.463917
1960,Somalia,0.084272,0.030578,0.000903,26.79625
1960,Ukraine,267.43042,6.268145,2.864847,8.558001
1960,United Arab Emirates,0.010992,0.119478,0.000118,27.785667
1960,Moldova,10.941982,3.642471,0.117216,9.941083
1960,Yemen,3.631024,0.683165,0.038897,26.319084
1960,North America,3170.5261,11.499789,33.964245,2.5435834
1960,Sierra Leone,0.71448,0.308231,0.007654,26.2695
1960,Gambia,0.01832,0.050192,0.000196,27.573166
1960,Mauritania,0.03664,0.043106,0.000393,27.6765
1960,Guinea,0.410368,0.117449,0.004396,25.634666
1960,Australia,88.1189,8.603681,0.943973,21.2105
1960,Uruguay,4.314528,1.699302,0.046219,17.549084
1960,Suriname,0.432352,1.501222,0.004632,26.402584
1960,Saudi Arabia,2.674363,0.654358,0.028649,26.074083
1960,Albania,2.022528,1.236264,0.021666,13.335083
1960,Algeria,6.151241,0.556271,0.065895,23.504084
1960,Switzerland,19.494864,3.69151,0.208839,7.21325
1960,Ecuador,1.761582,0.387672,0.018871,21.8235
1960,Canada,192.71617,10.798239,2.064471,-4.4068336
1960,Nigeria,3.403173,0.075395,0.036456,26.817417
1960,Barbados,0.172208,0.745489,0.001845,26.926416
1960,Belgium,90.90808,9.916885,0.973852,9.9887495
1960,Iraq,8.25616,1.132532,0.088444,22.7275
1960,Thailand,3.709492,0.135398,0.039738,26.591084
1960,United Kingdom,584.02,11.151592,6.256311,8.91975
1960,Norway,13.086807,3.652472,0.140192,0.5799999
1960,Israel,6.460027,3.135935,0.069203,20.723167
1960,El Salvador,0.618859,0.223738,0.00663,25.036167
1960,Saint Lucia,0.014656,0.162844,0.000157,27.153833
1960,Liberia,0.16488,0.147346,0.001766,25.6165
1960,Laos,0.080608,0.038005,0.000864,24.113417
1960,Hungary,45.328312,4.532378,0.485579,10.240917
1960,Kazakhstan,91.87399,9.247508,0.9842,4.3188334
1960,Spain,48.865574,1.607314,0.523472,13.7815
1960,Qatar,0.175872,3.741957,0.001884,27.045918
1960,Cameroon,0.271136,0.052373,0.002905,24.50775
1960,South Korea,12.540118,0.49507,0.134336,12.7395
1960,Ghana,1.461936,0.220337,0.015661,26.825417
1960,Syria,3.218695,0.703694,0.03448,19.075083
1960,Montenegro,0.519279,1.066281,0.005563,10.89275
1960,Congo,0.223504,0.219552,0.002394,24.59025
1960,Kuwait,7.796992,28.9851,0.083525,25.69675
1960,Comoros,0.010992,0.05755,0.000118,25.66775
1960,Taiwan,11.873904,1.091753,0.127199,22.497667
1960,Guatemala,1.344242,0.319222,0.0144,23.355833
1960,Mexico,63.052288,1.669286,0.675447,20.746584
1960,Mozambique,1.882405,0.261991,0.020165,23.543251
1960,Sudan,1.245785,0.165136,0.013345,27.481583
1960,Uganda,0.421063,0.062223,0.004511,23.047333
1960,Chad,0.05496,0.018308,0.000589,27.5235
1960,France,271.36084,5.941384,2.906951,13.027667
1960,Mauritius,0.179536,0.272024,0.001923,23.452833
1960,Azerbaijan,20.895205,5.364622,0.22384,11.738
1960,Mali,0.120912,0.02297,0.001295,28.473751
1960,Cuba,13.687099,1.916692,0.146623,25.533833
1960,Paraguay,0.304053,0.159692,0.003257,23.072834
1960,Bangladesh,2.211905,0.046068,0.023695,25.48425
1960,Sri Lanka,2.256667,0.228546,0.024175,27.0385
1960,Luxembourg,11.507762,36.532578,0.123277,9.632584
1960,Bahamas,0.410368,3.730618,0.004396,25.16725
1960,Nicaragua,0.531161,0.299583,0.00569,26.227083
1960,Malta,0.340752,1.088665,0.00365,19.0835
1960,Russia,885.86115,7.390059,9.489782,-5.936
1960,Japan,232.49963,2.482008,2.490651,12.5998335
1960,South America,199.14055,1.339634,2.133292,21.921751
1960,Vietnam,7.483918,0.229076,0.080171,24.144083
1960,Greenland,0.223504,7.209806,0.002394,-17.46425
1960,Italy,109.20309,2.197245,1.169837,13.072833
1960,Panama,0.996162,0.879225,0.010671,26.494667
1960,Croatia,5.674923,1.353428,0.060793,11.842999
1960,Romania,53.39413,2.868493,0.571984,9.6032505
1960,Slovakia,31.641626,7.642905,0.338961,8.039917
1960,French Polynesia,0.03664,0.469744,0.000393,26.151417
1960,Egypt,16.03273,0.601987,0.171751,23.621166
1960,Lithuania,12.581545,4.542074,0.13478,6.1914167
1960,Europe,3922.562,6.475386,42.020424,8.300583
1960,Germany,813.9502,11.087125,8.719437,8.514167
1960,Oceania,100.97338,6.358125,1.081677,21.090666
1960,Benin,0.161216,0.066289,0.001727,27.204
1960,Georgia,11.121245,2.774762,0.119136,8.76125
1960,China,778.9795,1.179543,8.344813,6.890917
1960,Greece,9.391531,1.135065,0.100607,15.5060835
1960,Belarus,45.68844,5.623192,0.489437,6.4645834
1960,Venezuela,57.01683,7.002804,0.610792,25.401167
1960,Afghanistan,0.413885,0.046003,0.004434,13.985417
1960,Turkmenistan,16.579779,10.342968,0.177611,14.835667
1960,Aruba,0.618561,11.454833,0.006626,28.253584
1960,Libya,0.692496,0.478243,0.007418,23.134666
1960,Armenia,7.294137,3.892282,0.078138,9.273251
1960,Morocco,3.636004,0.294915,0.038951,17.85625
1960,New Caledonia,0.86104,11.038974,0.009224,22.6065
1960,Cape Verde,0.021954,0.108683,0.000235,23.973167
1960,Zimbabwe,5.943125,1.573504,0.063666,21.178583
1960,Niger,0.029312,0.008649,0.000314,27.6115
1960,Costa Rica,0.490976,0.368878,0.00526,25.896418
1960,Gabon,0.131904,0.263281,0.001413,24.530834
1960,Cyprus,0.886331,1.546825,0.009495,19.935833
1960,Iran,37.3586,1.705327,0.400204,17.89375
1960,Argentina,48.7645,2.380847,0.522389,14.993667
1960,Latvia,6.734178,3.161586,0.07214,5.4925833
1960,Papua New Guinea,0.179536,0.079582,0.001923,24.460833
1960,Sweden,49.17052,6.570964,0.526739,2.6744165
1960,Chile,13.476468,1.657011,0.144367,9.754167
1960,Tajikistan,4.067975,1.949197,0.043578,3.9755
1960,Belize,0.043968,0.477913,0.000471,25.351583
1960,Fiji,0.194192,0.494127,0.00208,25.169916
1960,Turkey,16.798536,0.611478,0.179954,12.580916
1960,Poland,199.57707,6.739281,2.137968,7.8771667
1960,Samoa,0.014656,0.134459,0.000157,26.522501
1960,Austria,30.78448,4.353625,0.329779,6.5270834
1960,Nepal,0.080608,0.007977,0.000864,15.314584
1960,Hong Kong,2.952589,0.969333,0.03163,23.203417
1960,Netherlands,73.4376,6.414324,0.7867,10.024667
1960,Madagascar,0.399376,0.078324,0.004278,22.689333
1960,Burundi,0.036431,0.01302,0.00039,20.024834
1960,Kenya,2.424144,0.29854,0.025969,24.09575
1960,Central African Republic,0.087936,0.058546,0.000942,25.4025
1960,Equatorial Guinea,0.021984,0.086212,0.000236,25.144917
1960,Peru,8.16462,0.804,0.087463,19.96925
1960,Serbia,15.302514,2.024946,0.163928,10.634833
1960,Kyrgyzstan,8.466105,3.901431,0.090693,3.01125
1960,Cambodia,0.234496,0.040981,0.002512,27.172417
1960,Uzbekistan,44.539783,5.223995,0.477132,12.057
1960,Senegal,0.827381,0.257992,0.008863,28.014166
1960,North Korea,23.788439,2.082321,0.254834,7.487833
1960,Zambia,4.355258,1.418189,0.046656,21.400084
1960,Ireland,11.168536,4.001625,0.119643,9.673417
1960,Tunisia,1.724106,0.412663,0.018469,20.640917
1960,United States,2887.8203,15.465966,30.93576,8.69225
1960,Portugal,8.213508,0.928605,0.087987,14.822
1960,Singapore,1.39232,0.852615,0.014915,26.929417
1960,Grenada,0.021984,0.244267,0.000236,27.208916
1960,New Zealand,11.531776,4.859577,0.123534,10.5546665
1960,Tonga,0.010992,0.17729,0.000118,23.292583
1960,Estonia,13.165024,10.817604,0.14103,4.9108334
1960,Rwanda,0.069825,0.023782,0.000748,19.243334
1960,Lebanon,2.576004,1.427149,0.027595,18.837334
1960,Mongolia,1.293392,1.352921,0.013855,-0.7965832
1961,Benin,0.12824,0.052003,0.001371,26.944084
1961,Belize,0.03664,0.385684,0.000392,25.49175
1961,Africa,161.4374,0.564798,1.725495,24.0285
1961,Taiwan,12.528452,1.112849,0.133908,22.4695
1961,Togo,0.0916,0.057322,0.000979,26.783417
1961,Kazakhstan,94.7491,9.155387,1.012709,6.357583
1961,Belgium,92.698296,10.048596,0.990789,10.435833
1961,South Africa,102.11984,5.827095,1.09149,17.545166
1961,Sri Lanka,2.333641,0.230779,0.024943,27.014833
1961,Costa Rica,0.490976,0.355522,0.005248,25.809334
1961,Uzbekistan,45.935055,5.211601,0.490969,13.459917
1961,Central African Republic,0.087936,0.057625,0.00094,25.11175
1961,Egypt,17.065918,0.623618,0.182406,22.23375
1961,Georgia,11.469224,2.813153,0.122587,8.890166
1961,Liberia,0.161216,0.14117,0.001723,25.529167
1961,Comoros,0.010992,0.05666,0.000117,26.212
1961,Jamaica,2.127922,1.288869,0.022744,26.484333
1961,Kenya,2.398585,0.286296,0.025637,24.219584
1961,Nigeria,4.109552,0.089214,0.043924,26.3685
1961,Oceania,103.676994,6.396261,1.108133,21.7615
1961,United Arab Emirates,0.010992,0.108832,0.000117,27.760084
1961,Estonia,13.566736,11.020907,0.145006,6.580917
1961,Brazil,49.144505,0.661336,0.525272,25.146416
1961,Burkina Faso,0.0916,0.018713,0.000979,27.8175
1961,El Salvador,0.582279,0.204524,0.006224,25.126083
1961,Mongolia,1.39232,1.417841,0.014882,-0.3371668
1961,Portugal,9.078034,1.023454,0.097029,15.700167
1961,Sweden,48.799507,6.480678,0.521585,3.7702498
1961,South America,201.76842,1.32133,2.156566,22.18275
1961,Tunisia,1.764711,0.416402,0.018862,20.382917
1961,Armenia,7.522256,3.875454,0.0804,9.482
1961,Belarus,47.117836,5.743276,0.503611,7.032417
1961,Guatemala,1.406471,0.324371,0.015033,23.439917
1961,Djibouti,0.043968,0.494022,0.00047,28.8695
1961,South Korea,14.448706,0.55393,0.154432,12.879
1961,Tanzania,0.703488,0.06799,0.007519,22.521334
1961,New Zealand,11.755131,4.849476,0.125643,10.535666
1961,Saint Lucia,0.01832,0.201319,0.000196,26.9735
1961,Turkmenistan,17.097992,10.31242,0.182749,15.841416
1961,Laos,0.113584,0.052343,0.001214,24.031334
1961,Cameroon,0.282128,0.053383,0.003015,24.253918
1961,Colombia,18.196304,1.09828,0.194488,25.05
1961,Australia,90.5039,8.663976,0.967335,21.96425
1961,Ecuador,1.644245,0.351785,0.017574,21.864416
1961,Venezuela,51.879784,6.147622,0.554508,25.38725
1961,Dominica,0.010992,0.180197,0.000117,26.349916
1961,Finland,14.921697,3.339682,0.159488,3.0284166
1961,Papua New Guinea,0.20152,0.087732,0.002154,24.233334
1961,New Caledonia,0.886688,10.946765,0.009477,22.768833
1961,Denmark,31.701866,6.870799,0.33884,-18.430666
1961,Suriname,0.428688,1.44827,0.004582,26.423416
1961,Equatorial Guinea,0.021984,0.08488,0.000235,24.891
1961,Montenegro,0.544297,1.092966,0.005818,11.001583
1961,Russia,913.5253,7.524673,9.764056,-4.9603333
1961,Cyprus,0.864318,1.500552,0.009238,19.09475
1961,Kuwait,9.973408,33.134247,0.106599,24.9805
1961,Fiji,0.168544,0.414113,0.001801,25.355167
1961,Croatia,5.950407,1.409047,0.0636,12.191667
1961,Mali,0.117248,0.022031,0.001253,28.32925
1961,Vietnam,7.97835,0.236985,0.085275,24.092667
1961,Poland,207.23541,6.904165,2.214999,8.5373335
1961,Chad,0.051296,0.016763,0.000548,26.236584
1961,India,120.58315,0.262341,1.288832,23.81525
1961,Indonesia,26.001595,0.288592,0.277913,25.771667
1961,Niger,0.05496,0.015766,0.000587,26.541334
1961,Chile,14.458242,1.741118,0.154534,9.495334
1961,Iran,36.50876,1.624055,0.390217,17.739334
1961,Greece,9.808427,1.179748,0.104836,15.348333
1961,Greenland,0.29312,9.16,0.003133,-18.990334
1961,Libya,1.194464,0.797372,0.012767,21.817917
1961,Spain,53.606857,1.744447,0.572967,14.636084
1961,Uruguay,4.116761,1.600607,0.044001,17.791584
1961,Nepal,0.080608,0.007851,0.000862,14.808583
1961,Pakistan,12.349572,0.26809,0.131996,20.376833
1961,Lithuania,12.976001,4.622729,0.138692,7.261667
1961,Mexico,65.23991,1.674278,0.697305,20.723917
1961,Bulgaria,25.94504,3.262296,0.277309,11.140917
1961,Serbia,16.038206,2.106687,0.171422,10.804167
1961,Kiribati,0.007328,0.174476,7.8e-05,26.785667
1961,North America,3165.343,11.265769,33.832214,2.1165833
1961,Solomon Islands,0.014656,0.121124,0.000157,26.672583
1961,Tajikistan,4.195279,1.943158,0.044841,4.5815835
1961,Albania,2.279008,1.351725,0.024359,13.316751
1961,France,281.37335,6.081512,3.00741,13.701833
1961,Burundi,0.047737,0.016738,0.00051,20.133501
1961,Hong Kong,3.370137,1.072268,0.036021,23.023832
1961,Honduras,0.736286,0.351281,0.00787,24.972084
1961,Switzerland,20.357279,3.785288,0.217585,8.158
1961,Zimbabwe,5.061263,1.296098,0.054096,21.4085
1961,Congo,0.267472,0.256445,0.002859,24.365334
1961,Malawi,0.373318,0.099605,0.00399,21.617584
1961,Peru,8.633641,0.826423,0.092279,20.0875
1961,Madagascar,0.355408,0.068034,0.003799,23.433666
1961,Malaysia,4.684919,0.556536,0.050074,26.044916
1961,Romania,55.71607,2.966777,0.595511,9.58875
1961,Gabon,0.16488,0.32585,0.001762,24.196417
1961,Kyrgyzstan,8.731441,3.894488,0.093324,3.9339166
1961,Somalia,0.087936,0.031249,0.00094,27.046417
1961,Germany,834.8396,11.292604,8.923037,9.1241665
1961,Tonga,0.010992,0.17175,0.000117,23.5175
1961,Afghanistan,0.490798,0.053528,0.005246,14.064917
1961,Slovakia,34.34267,8.184622,0.367066,8.479584
1961,Ghana,1.344688,0.196362,0.014372,26.683083
1961,Iraq,8.709218,1.165113,0.093087,21.939333
1961,Dominican Republic,1.028636,0.302007,0.010994,25.749416
1961,Israel,7.060775,3.291737,0.075468,19.616833
1961,Japan,282.7869,2.990524,3.022518,13.0455
1961,Canada,194.00069,10.639503,2.073542,-5.0681667
1961,North Korea,26.426607,2.265267,0.282456,7.701
1961,Angola,0.453707,0.08203,0.004849,21.93875
1961,Cape Verde,0.021954,0.107093,0.000235,24.292833
1961,Aruba,0.645553,11.737327,0.0069,28.072834
1961,Yemen,2.663728,0.493923,0.028471,26.331167
1961,Moldova,11.284374,3.66733,0.120611,9.8045
1961,Turkey,17.340837,0.616081,0.185345,12.083834
1961,Iceland,1.091575,6.098184,0.011667,2.0038333
1961,Mauritania,0.047632,0.054374,0.000509,27.939917
1961,Qatar,0.161216,3.161098,0.001723,26.697916
1961,Luxembourg,11.580983,36.53307,0.123781,10.177083
1961,French Polynesia,0.058624,0.723753,0.000627,26.049917
1961,Senegal,0.812665,0.246636,0.008686,28.028667
1961,Latvia,6.94472,3.218128,0.074227,6.901833
1961,Sudan,1.269408,0.163394,0.013568,26.54575
1961,Mauritius,0.186864,0.275205,0.001997,24.150667
1961,United Kingdom,588.6148,11.16323,6.291306,9.001667
1961,United States,2877.3699,15.178403,30.754263,8.642
1961,Malta,0.29312,0.933503,0.003133,18.919584
1961,Sierra Leone,0.289456,0.123068,0.003094,26.108084
1961,Grenada,0.01832,0.201319,0.000196,27.157084
1961,Cuba,12.168303,1.668948,0.130059,25.707834
1961,Norway,13.335483,3.693017,0.142534,1.0905833
1961,Philippines,8.712524,0.320773,0.093122,26.6955
1961,Hungary,48.929905,4.878356,0.522979,10.625167
1961,Bangladesh,2.29041,0.046399,0.024481,25.06975
1961,Nicaragua,0.560443,0.306253,0.00599,26.178333
1961,Slovenia,4.550953,2.849689,0.048642,10.515583
1961,Uganda,0.406437,0.058195,0.004344,23.049166
1961,Zambia,3.708972,1.172241,0.039643,21.541166
1961,Algeria,6.05592,0.53422,0.064728,23.390333
1961,Barbados,0.194192,0.837034,0.002076,26.809
1961,Samoa,0.01832,0.163571,0.000196,26.373083
1961,Syria,3.060935,0.648229,0.032716,18.138332
1961,Jordan,0.977397,1.003488,0.010447,19.335083
1961,Europe,4057.2937,6.631873,43.365673,8.853001
1961,Paraguay,0.362677,0.185513,0.003876,24.013416
1961,Ukraine,275.8111,6.38363,2.947959,8.61725
1961,Haiti,0.296606,0.075243,0.00317,26.530083
1961,Guyana,0.736464,1.250363,0.007872,26.180166
1961,Singapore,2.092144,1.237955,0.022362,26.727
1961,China,550.95856,0.821158,5.888824,7.0505834
1961,Rwanda,0.091495,0.030519,0.000978,19.23
1961,Morocco,3.771367,0.296701,0.04031,18.608667
1961,Ethiopia,0.340633,0.015025,0.003641,22.895666
1961,Saudi Arabia,3.56832,0.845774,0.038139,25.533417
1961,Lebanon,2.678512,1.436199,0.028629,17.76325
1961,Netherlands,75.81879,6.532723,0.810376,10.326833
1961,Austria,31.824045,4.475326,0.340146,7.1855836
1961,Panama,1.102418,0.94466,0.011783,26.481583
1961,Ireland,12.352601,4.429043,0.132029,9.811084
1961,Thailand,4.140715,0.146709,0.044257,26.292334
1961,Azerbaijan,21.54824,5.346958,0.230315,12.292
1961,Argentina,51.12671,2.456008,0.546459,14.972917
1961,Guinea,0.615552,0.173297,0.006579,25.4315
1961,Italy,124.37489,2.484914,1.329359,13.570583
1961,Bolivia,1.040398,0.279002,0.01112,21.368
1961,Mozambique,2.62989,0.358198,0.028109,23.930082
1961,Bahamas,0.545936,4.74727,0.005835,25.38375
1961,Bahrain,1.769712,10.534,0.018915,25.7175
1961,Cambodia,0.285792,0.048662,0.003055,26.9765
1961,Asia,1392.7458,0.800976,14.88612,7.7875
1961,Gambia,0.021984,0.059097,0.000235,27.585333
1962,Europe,4283.702,6.932791,44.21882,7.6546664
1962,Belgium,98.0183,10.557766,1.011801,8.5415
1962,Serbia,16.45921,2.14592,0.169901,9.990833
1962,Cape Verde,0.01829,0.087095,0.000189,24.473833
1962,Georgia,12.037705,2.901351,0.12426,9.664166
1962,Kazakhstan,99.446434,9.244811,1.026543,6.5295835
1962,Albania,2.462208,1.41669,0.025416,13.06875
1962,Tonga,0.010992,0.166545,0.000113,23.200832
1962,Zambia,3.582691,1.098648,0.036983,21.266666
1962,Angola,1.179127,0.210258,0.012172,21.848667
1962,Gambia,0.025648,0.067495,0.000265,27.757
1962,Morocco,3.074934,0.234817,0.031741,18.0075
1962,Equatorial Guinea,0.021984,0.083908,0.000227,25.015917
1962,Israel,7.932361,3.550744,0.081882,20.791084
1962,Montenegro,0.558546,1.095188,0.005766,10.497084
1962,Ireland,13.106731,4.694388,0.135295,9.064417
1962,Tanzania,0.765776,0.07189,0.007905,22.216583
1962,El Salvador,0.648261,0.221174,0.006692,24.799583
1962,Lebanon,2.850779,1.480924,0.029427,18.862751
1962,Norway,14.060391,3.863806,0.145139,-0.45424998
1962,Fiji,0.230832,0.546995,0.002383,25.05875
1962,Oceania,107.208885,6.483363,1.106671,21.651083
1962,Yemen,3.88384,0.709507,0.040091,26.197334
1962,Austria,33.864983,4.731729,0.349574,5.441
1962,Canada,206.99077,11.130331,2.136677,-4.873833
1962,Gabon,0.087936,0.172086,0.000908,24.357834
1962,Iran,37.428425,1.622315,0.386358,17.798
1962,Libya,1.047904,0.675631,0.010817,22.628584
1962,Aruba,0.708942,12.659679,0.007318,28.286
1962,Mali,0.139232,0.025875,0.001437,28.40425
1962,Taiwan,14.164804,1.215341,0.146217,22.000834
1962,Tajikistan,4.403269,1.968381,0.045453,4.1794167
1962,Liberia,0.252816,0.216638,0.00261,25.439
1962,Thailand,5.026779,0.172854,0.051889,26.136084
1962,Brazil,53.63145,0.700936,0.553614,24.842333
1962,Belarus,49.453014,5.972586,0.510482,5.814833
1962,Kenya,2.622025,0.303229,0.027066,24.002083
1962,Chad,0.084272,0.027002,0.00087,27.104
1962,North America,3289.0522,11.49299,33.951477,2.4755833
1962,Uganda,0.42845,0.059375,0.004423,22.872667
1962,Indonesia,22.974894,0.248329,0.23716,25.789417
1962,Latvia,7.288826,3.334321,0.075239,5.10975
1962,Bulgaria,30.704012,3.827476,0.316944,11.052167
1962,Spain,59.97585,1.930035,0.619105,13.812583
1962,Greece,10.148825,1.215283,0.104762,15.454416
1962,Nigeria,4.174999,0.088773,0.043097,26.688917
1962,Tunisia,1.793901,0.416702,0.018518,20.02025
1962,Moldova,11.843772,3.763512,0.122258,9.465917
1962,Togo,0.087936,0.054517,0.000908,26.770834
1962,Denmark,36.889885,7.935015,0.380798,-16.929417
1962,Iraq,9.020836,1.175506,0.093118,23.15225
1962,China,439.3421,0.644099,4.53514,6.7036667
1962,Madagascar,0.395653,0.073926,0.004084,22.82525
1962,Zimbabwe,4.888959,1.210438,0.050467,21.432583
1962,Belize,0.069616,0.717691,0.000719,25.03875
1962,Singapore,2.575286,1.479199,0.026584,26.560833
1962,India,132.7762,0.283058,1.370592,23.88475
1962,Sweden,51.272587,6.764194,0.529265,1.8508334
1962,Somalia,0.106256,0.036971,0.001097,26.829
1962,Bahamas,0.725472,5.995636,0.007489,25.089584
1962,Grenada,0.025648,0.278783,0.000265,27.15675
1962,Dominican Republic,1.241115,0.352489,0.012811,25.740334
1962,Cyprus,0.904622,1.56509,0.009338,19.892666
1962,Russia,958.75684,7.80378,9.896836,-4.4162498
1962,Chile,16.707373,1.970906,0.172463,9.834084
1962,Hungary,50.51222,5.019599,0.521416,9.32725
1962,Lithuania,13.619737,4.785572,0.140591,5.526167
1962,Laos,0.131904,0.059389,0.001362,23.6085
1962,South Africa,105.66999,5.881665,1.090786,17.738667
1962,Barbados,0.260144,1.116498,0.002685,26.848999
1962,Turkmenistan,17.944921,10.463511,0.185238,15.141916
1962,Croatia,6.10625,1.436427,0.063032,10.838083
1962,Egypt,18.57111,0.660611,0.191702,23.496834
1962,United Arab Emirates,0.01832,0.163571,0.000189,27.92025
1962,North Korea,30.687393,2.584855,0.316773,6.9904165
1962,Ukraine,289.49738,6.61678,2.988357,8.34825
1962,Germany,883.1686,11.856363,9.116571,7.324917
1962,United Kingdom,592.9315,11.164426,6.120577,7.994
1962,Iceland,1.197742,6.545038,0.012364,1.5171666
1962,Vietnam,9.337664,0.269229,0.096389,23.702333
1962,Netherlands,83.281906,7.077582,0.859683,8.564
1962,Cambodia,0.307776,0.051058,0.003177,26.699333
1962,Azerbaijan,22.615545,5.422092,0.233451,12.499666
1962,Uruguay,4.006902,1.538749,0.041362,17.01125
1962,Hong Kong,3.681458,1.13977,0.038002,22.779167
1962,Slovenia,4.669537,2.907557,0.048202,8.927834
1962,Dominica,0.010992,0.17729,0.000113,26.473417
1962,Malaysia,4.776549,0.549534,0.049306,25.949583
1962,Mauritania,0.062288,0.069055,0.000643,27.806417
1962,British Virgin Islands,0.003664,0.458,3.8e-05,26.583166
1962,Portugal,9.289892,1.0451,0.095896,14.931
1962,Mozambique,1.985174,0.264443,0.020492,23.7815
1962,Nicaragua,0.659342,0.349413,0.006806,25.943916
1962,Suriname,0.49464,1.627105,0.005106,26.511168
1962,Benin,0.135568,0.054162,0.001399,27.0285
1962,New Caledonia,0.564256,6.798265,0.005825,22.882418
1962,Niger,0.065952,0.018381,0.000681,27.513834
1962,Cuba,14.154546,1.89892,0.146111,25.434666
1962,Honduras,0.699586,0.324483,0.007222,24.708
1962,Sri Lanka,2.560779,0.24737,0.026434,27.088917
1962,Japan,292.86444,3.06796,3.023114,12.4661665
1962,Mexico,63.743713,1.585862,0.657999,20.993334
1962,Jordan,1.046953,1.035562,0.010807,20.7025
1962,Pakistan,13.569882,0.287504,0.140076,20.439167
1962,French Polynesia,0.047632,0.567048,0.000492,26.044584
1962,Qatar,0.190528,3.402286,0.001967,27.160667
1962,Saudi Arabia,6.250041,1.43251,0.064516,26.231916
1962,Rwanda,0.084272,0.027603,0.00087,19.01525
1962,Saint Lucia,0.01832,0.19913,0.000189,27.027334
1962,Afghanistan,0.688594,0.073639,0.007108,13.768666
1962,Ecuador,1.563666,0.325154,0.016141,21.888584
1962,Ghana,1.432624,0.202577,0.014788,26.663584
1962,Panama,1.190295,0.990262,0.012287,26.40125
1962,Ethiopia,0.395534,0.017033,0.004083,22.859583
1962,Guatemala,1.380853,0.309331,0.014254,23.14225
1962,Switzerland,24.119701,4.39579,0.248977,6.4874167
1962,Turkey,21.604546,0.749299,0.223014,13.118167
1962,Africa,165.74864,0.566128,1.710952,24.1945
1962,Malta,0.32976,1.040252,0.003404,18.701834
1962,Argentina,53.640125,2.535816,0.553704,14.852417
1962,Bahrain,1.590176,9.191769,0.016415,26.492167
1962,Luxembourg,11.540679,35.95227,0.119129,8.233167
1962,Mauritius,0.252816,0.362201,0.00261,23.300417
1962,Congo,0.23816,0.222788,0.002458,24.56925
1962,Montserrat,0.003664,0.305333,3.8e-05,26.701416
1962,Nepal,0.087936,0.008429,0.000908,14.75075
1962,Italy,146.25499,2.899468,1.509727,12.658
1962,Papua New Guinea,0.197856,0.084554,0.002042,24.54975
1962,Peru,9.959593,0.92656,0.102809,19.95425
1962,Sudan,1.360032,0.169919,0.014039,27.2805
1962,Kuwait,14.278608,42.36976,0.147392,26.154083
1962,United States,2984.0017,15.5163,30.80257,8.9565
1962,Paraguay,0.391989,0.195311,0.004046,22.896084
1962,Comoros,0.010992,0.055797,0.000113,25.8355
1962,Costa Rica,0.5496,0.383531,0.005673,25.637333
1962,Finland,16.79028,3.732003,0.173319,1.0014999
1962,Malawi,0.360614,0.093934,0.003722,21.422583
1962,Asia,1342.0015,0.756292,13.852906,7.9585834
1962,Australia,94.823456,8.909467,0.978822,21.802916
1962,Djibouti,0.047632,0.506723,0.000492,28.718334
1962,Romania,63.812794,3.372056,0.658712,9.015667
1962,Uzbekistan,48.21363,5.290063,0.497689,12.790084
1962,France,298.86655,6.37147,3.085071,12.414333
1962,Venezuela,54.05611,6.182787,0.557998,25.425333
1962,Bolivia,1.098992,0.28898,0.011344,20.797333
1962,Guinea,0.65952,0.182642,0.006808,25.446667
1962,Armenia,7.895004,3.927863,0.081497,9.982083
1962,Colombia,19.419485,1.136107,0.200459,25.000834
1962,South America,215.64816,1.374764,2.226043,21.956833
1962,Jamaica,2.11699,1.262367,0.021853,26.117416
1962,Bangladesh,2.516756,0.049589,0.025979,25.032917
1962,Greenland,0.263808,7.759059,0.002723,-17.427834
1962,New Zealand,11.198292,4.520909,0.115595,11.149167
1962,Solomon Islands,0.014656,0.117248,0.000151,26.717
1962,Sierra Leone,0.326096,0.136499,0.003366,26.040083
1962,South Korea,17.261587,0.643801,0.178184,12.083834
1962,Central African Republic,0.07328,0.047216,0.000756,25.129168
1962,Estonia,14.224223,11.425079,0.146831,4.6945834
1962,Poland,216.60718,7.127815,2.235943,6.98675
